1	никакой флуоксетин не поможет такой долбоёбке как я нахуй я его пачками жру толку ноль
1	Поняла, что расстройство сна у меня не из-за дулоксетина, потому что оно обострилось при увеличении дозы ламотрика. Сегодня мне снилось, что я вынуждена жить на 10 этаже в шатающемся доме с боязнью высоты. А мне говорят, что дом не шатается, мне просто кажется.
1	мама не купила то  что я просила по причине ей лень и теперь я лежу задыхаюсь без сальбутамола 👍👍👍👍😋
1	у меня ночью был приступ от него и пришлось снимать сальбутамолом, я не уверен, что мне подойдет из-за БА
1	не увлекайся, в штатах тип на отходах от паксила (оригинал венгерской поделки с фото) пострелял домочадцев из ружья и застрелился сам.
1	Пила долго золофт, из побочки отсутствие либидо и тошнота иногда, психиатр сказала, что не особо женский препеарат. Сейчас на прозаке, из побочки только тошнит иногда. ТОЛЬКО НЕ ПЕЙ КАЛИКСТА, + 10 кг, не могла понять откуда, хорошо, что психиатр спалился и быстро вернула вес)
1	После того, как я снова села на прегабалин, пидорасить стало поменьше, но зато стало так тоскливо, что хоть вешайся. Хорошо хоть муж рядом, да еще и свекровь приезжает. Я сейчас как никогда нуждаюсь в заботе и нежности.
1	@comrade_wolgast Мой психиатр очень критиковал назначение мне флуоксетина после подростковой попытки суицида. Говорил: «Серьезно? Назначать препарат, который вызывает самое выраженное усиление суицидальных тенденций?» Но мне норм с ним было, убить себя больше точно не хотелось.
1	Флуоксетин не легкая штука, но и не тяжёлая. Хорошо снимает тревожность.
1	пришлось смешать флуоксетин с фенибутом = выпала из реальности
1	@modern___myth алпразолам (но если слезешь с них, то, возможно, единственное живое, кого тебе захочется убить, будешь ты сама)   З.Ы. - а ещё на него нужно рецепт :(
1	Дилемма Либо попшыкаться с сальбутамолом и уснуть, но с вероятностью опять проснутсья (50:50) при этом мне станет хуже когда проснусь и вообще лимит исчерпан типа либо просто лежать до утра но пиздец воздуха не хватает короче
1	Такое ощущение, что это ламотриджин вывел меня из состояния деперсонализации/дереализации, в котором я находилась последнее время,  и теперь ко мне вернулась депрессия
1	помните, росомаха в последней части был такой болезненный и побитый, потом сделал себе инъекцию зеленой штуки, воспрял, начал бегать и всех крошить, а через 10 минут действие лекарства кончилось, и он снова стал дряхлым и хромающим?  вот у меня такая же ситуация с сальбутамолом
1	Ух, если понижение дозировки алпразолама так тяжело даётся, что же будет после отмены через неделю
1	Блд. Какой паксил? Это ж антидепрессант. Ненене. Мне просто от тупости мозга нада) фенотропил -хорошо помогает, но после пары дней придётся успокоительные пить, он очень нервирует меня)
1	О только сейчас дошло почему при метформине не рекомендуют употреблять алкоголь. Алкоголь же тоже снижает уровень сахара.
1	Вот русский флуоксетин хороший, ядрёный, крепкий, выпьешь таблетку, ходишь припизднутый и ебись оно всё в рот, сразу видно русские люди делали.  Не то что бездуховный австрийский, аккуратненький такой, очищенный, чтобы тонкую психику толерантного европейца не повредить, тьфу.
1	Аноны, как кончить под антидепрессантами? Я скоро стены ебать начну. Пью пароксетин, если что.
