0	@JulienOdoul @Jeromedurain Qui est cet abruti ? Il faut qu’il se détende, un petit xanax lui ferait du bien
0	@Sonririx T'as parle de prozac, dans ce cas là même un container de prozac n'y pourra rien.
1	J’ai pris du xanax, j’ai archi sommeil mtn alors que j’ai un partiel dans une heure 💀
1	J'ai été accro à la morphine à 14 ans, j'ai subis plus de 20 anesthésies générales qui m'ont provoqué des troubles irreversibles de la mémoire POUR PASSER PREMS À DISNEY PARCE QUE : WHAT A TREAT #MonPrivilègeHandiPréféré https://t.co/cLhrc09kde
1	(PS : xanax,  pas facile de s'en débarrasser, mais 18 mois c'est par exp.,  je le crois, un délai très normal, dc bravo)
0	vous vénérez lil peep juste parce que il c’est suicidé avec des xanax et que c’est « hype »
0	@jilbabinblack nan plus mnt je prends que des anxiolytiques, xanax et lexomil
1	jvois le Prozac ça provoque des pertes de l’appétit chez tlm jsuis la seule a qui ça fait le contraire ? je mange à longueur de journée c’est même plus de la boulimie là
0	jmen remet pas wsh VENTOLINE SVP
1	bonjour a TOUS jai decouvert que je perdais la vue grace o PROZAC du coup je chouine et la reaction de mes proches cest FALLAIT PAS PRENDRE DANTIDEPRESSEURS PETASSE et je COMPRENDS VOTRE POINT DE VUE MAIS ALLEZ VOUS FAIRE FOUTRE SI VOUS LISEZ CA VOUS PREFEREZ QUE JE ME TUE OU QUO
0	@4y0u8_rif @nazimomoshi @nessss213__ @AdameEl @AmhRayane Mais ont ma dit aussi en dm de mettre du Voltaren, et mettre dessus
1	Update très sérieux par pitié les gens qui ont de l’anxiété si votre médecin vous prescrit du xanax que ce soit en 0,25 ou 0,50 refusé on devient rapidement accro et ça n’arrête pas du tout l’anxiété ça l’empire à un point inimaginable (c un constat personnel)
0	faire de l’asthme et pas avoir de ventoline jpeut plus
0	J’ai plus de ventoline mdr même
1	@Julie_Dachez Il me semble que la plupart doivent être prescrits par un médecin, et rendent dépendants. L effet n apparaît qu'au bout de plusieurs semaines.  Je prend 20 mg de Paroxetine.  Somnolence après prise, perte d'appétit et bleus faciles (inoffensifs). Effet de sevrage présents.
0	Et a quand le mois sans lexomil xanax#GGRMC
1	@sosaahendrXX @holylain @YouTube Il a juste créé une addiction au xanax qu’il aille se faire foutre
0	en plus j'ai plus de ventoline 😭😭
1	Ca a l'air d'être un délire de truc.   Genre 0 absolument 0 effets secondaires , pas de tachycardie ou d'effets psychoactifs indésirables comme sur le ritalin / adderall https://t.co/DlVLXjvb92
0	@nessy_lc @esbzkk Esra si on lui enlève snap 2 h il lui faut une ventoline
1	1 variation de l'absorption-diffusion de la lévothyroxine du nouveau #Levothyrox constituerait 1 stress physiologique perturbant l'équilibre thyroïdien. Cela expliquerait la fréquence des symptômes, y compris à bilan thyroïdien normal. https://t.co/4nh1fE5WSM
0	@Tianborne @PresqueRire Hier j’ai vu à la pharma une dame de 79 ans. Elle était sous metformine à 6,7 d’Hb1c et on lui a changé par galvus et on lui a laissé un sulfamide. Tellement n’importe quoi. Espérons que l’issue soit différente.
0	Toute sa vie elle est sous xanax ou quoi ? https://t.co/FDEm0Gasev
1	La voisine ma passer de la codeine, j'ai dormi de 20h jusque midi
1	@Prinsci_Cherry De rien 💕 oui effectivement c'est triste à dire mais on apprend à vivre avec. Ah oui le xanax je connais, j'ai du en prendre pendant un moment mais j'ai du arrêter... je devenais accro et ça me shootait trop...
1	depuis que j'ai arrêté deroxat pour effexor j'ai perdu 3 kilos sans rien foutre et en mangeant peut être mm +
0	Je l'ai toujours fait avec ma pilule et je continue avec le levothyrox, mais tous les autres trucs plus gros que ça c'est direct avec de l'eau, dans les films quand je les vois avaler 3 pilules d'un coup sans eau ça me 😱😱
1	@BouvierMelissa Ah ouais... pcq je pense qu'il y a autre chose à donner à une étudiante que du xanax... parfois les psy ne réfléchissent pas plus que ça =/  Le xanax, je le prends entre 2 saisons car c'est là que ça devient très difficile pour moi.
0	Jvais rentrer dans une période où Margaux et Xanax sera le nouveau duo inséparable
0	@MajorTom1st @Languedeuxpute @stephaneguillon Prenez un Xanax on vous dit ! 😂
1	Y’ a t’il des gens qui sont sous Fluoxetine et Zyprexa  (olanzapine)Je voudrais savoir si vous avez pris du poids ou si vous parvenez à aller au delà de cette sensation de faim constante 😔 sans parler des tremblements et de la somnolence...
1	@FridaBoszorkany J'avais quasi tous les effets 2ndaires notés sur la notice et plus aucun effet. Pour la modafinil, dans la compo il y a du lactose et je suis intolérante (plaques qui grattent et diarrhée). Pour la ritanil, le neuro m'a fait arrêté car on aurait dit un zombi mourrant.
1	TW médicaments  Je viens de me rendre compte que cette semaine (enfin depuis Halloween), j'ai considérablement diminué ma prise de xanax, et que ça ne me manque pas (je ne tremble presque plus maintenant), il n'y a que les chutes de température à régler mais sinon tout va bien !!
0	Deroxat suspension buvable : distribution contingentée https://t.co/Cn0n4VlnOF
0	#Alcool Baclofène : efficace à une dose modérée ? https://t.co/Qwc0AUu6Gs
1	@indy_yet @doclamarre @LehmannDrC @Nessajel De mon expérience de patiente, le Laroxyl est horrible. J'avais horriblement mal aux yeux tellement ça les a desséché. Le Cymbalta a des effets anticholinergiques bien moins pire.  Enfin je suppose que les patients à sécheresse oculaire sévère sont rares donc c'est pas grave😅.
0	Sah, cette petite partie de Twitter c'est celle qui me fume le plus.  Le xanax Twitter, le FC dépressif je fume pour oublier, la team je tape poing dans le mur quand bae me provoque ou que j'ai plus de weed. 😭
0	@KVal3003 Ils sont dingues il faut les patcher au Xanax c'est pas possible
0	@PalomaBly « Voltaren actigo 1% contient un anti inflammatoire non stéroïdien pour combattre localement la douleur »
0	@DeaZaphira @Jeel_TV J'aime beaucoup Magnus of Library, mais je ne ais pas si ça te convient. Ou alors tu as les Card Captor Sakura Clear Arc.
1	Mm mes medocs a la codeine ca marche pas
1	J'ai un handicap qui m'empêche de conduire car il entraîne entre autre une mauvaise coordination et une impossibilité d'évaluer les distance...de plus je suis sous abilify qui est un médoc qui entraîne des somnolences ... ton validisme tu peut te le garder
1	Bon bas voila fini le tramadol j ai une petite tension donc 5 Jours sous Perf repos dodo pas de sorti, pas de sex ...merci pour vos messages 😘
1	eclate sous xanax j’en tremble envie de crever dans mon sommeil
0	Dans le Loiret, un maire propose du viagra à ses habitants pour éviter des fermetures de classes https://t.co/sO7IWMMJkS via @BFMTV
