id,p_EF,p_INF,p_ADR,p_DI,p_Finding
1200838666136018946,0.07477863878011703,0.02352806366980076,0.01973012275993824,0.4211421608924866,0.040009401738643646
1201160737416196101,0.04745280370116234,0.0244191475212574,0.044667694717645645,0.10289283841848373,0.032259855419397354
1202167857615912961,0.04099336639046669,0.0679730698466301,0.7062316536903381,0.09832912683486938,0.12807658314704895
1202511585744498690,0.09603260457515717,0.01951855979859829,0.06639830023050308,0.12300265580415726,0.03979939594864845
1202519545501667334,0.03072568029165268,0.03165507689118385,0.04157993569970131,0.225192591547966,0.03759501501917839
1200503613023555584,0.06447292864322662,0.031061474233865738,0.03192711994051933,0.05877319723367691,0.027876129373908043
1201938586213466113,0.05550791323184967,0.030202768743038177,0.03556806594133377,0.8646589517593384,0.07591510564088821
1201891253362843650,0.5069789886474609,0.027399791404604912,0.13009653985500336,0.5212000012397766,0.11586147546768188
1201622202812116993,0.10293272882699966,0.03609595075249672,0.11997944861650467,0.040509723126888275,0.037715084850788116
1199336504452993024,0.07163397967815399,0.02967715449631214,0.05250353738665581,0.05141521617770195,0.03104105405509472
1200526724238397440,0.05999276041984558,0.03874886408448219,0.05171969160437584,0.041016947478055954,0.029876520857214928
1200885839502434306,0.03713996708393097,0.0821199119091034,0.14605873823165894,0.03853195160627365,0.03900735825300217
1199758777643343876,0.05708330497145653,0.04533964768052101,0.052440378814935684,0.037447523325681686,0.029757581651210785
1200693598045589507,0.05071713402867317,0.08540076017379761,0.8392282724380493,0.1307211071252823,0.17241230607032776
1201889993519710209,0.058636609464883804,0.027733560651540756,0.031185366213321686,0.08079071342945099,0.027522560209035873
1200931076149002240,0.051520589739084244,0.026670245453715324,0.037543974816799164,0.09341476112604141,0.02963818795979023
1177488230024769536,0.058964092284440994,0.0579051710665226,0.7774530053138733,0.09468888491392136,0.16197530925273895
1155406014805663746,0.27252793312072754,0.4655483663082123,0.41699522733688354,0.07691852003335953,0.07714410871267319
1148370249839984640,0.2383107841014862,0.6309265494346619,0.315843403339386,0.798753023147583,0.22747088968753815
1176990084811427840,0.5141171216964722,0.041499726474285126,0.3546501696109772,0.7609226703643799,0.17135389149188995
1176548845158903810,0.05308011919260025,0.04010888189077377,0.7047561407089233,0.13489088416099548,0.15868189930915833
1171085090656587777,0.053190164268016815,0.07864560931921005,0.8599163889884949,0.13715365529060364,0.19554349780082703
1169640190710824962,0.03748021647334099,0.07497796416282654,0.08194521814584732,0.04226536303758621,0.03303280472755432
1168552709299023873,0.04284919425845146,0.04899751394987106,0.7392841577529907,0.14259086549282074,0.16709375381469727
1159068259095928833,0.07236853241920471,0.02421405352652073,0.3351745903491974,0.6143247485160828,0.15444761514663696
1157030888766676999,0.0435163713991642,0.055776678025722504,0.21210674941539764,0.12776826322078705,0.06834051012992859
1154083035219943425,0.06690412759780884,0.08775417506694794,0.015931684523820877,0.07556615769863129,0.02065613865852356
1153918396515401728,0.04427400603890419,0.01905510202050209,0.19405505061149597,0.48638373613357544,0.11547934263944626
1152465360874102785,0.041835688054561615,0.030880412086844444,0.04315711930394173,0.09469366818666458,0.03128049150109291
1147190433514172416,0.041975561529397964,0.0211519543081522,0.05517715588212013,0.19045878946781158,0.0480896420776844
1146805046987956228,0.04781164228916168,0.046250034123659134,0.05672626942396164,0.04242108389735222,0.030289238318800926
1146729068857057280,0.035539012402296066,0.03896363452076912,0.3455864489078522,0.7232413291931152,0.16903796792030334
1143970818919206912,0.042878296226263046,0.034986551851034164,0.15209852159023285,0.05789101868867874,0.05589777231216431
1133737082675978241,0.055490609258413315,0.02757674641907215,0.15810872614383698,0.12265831232070923,0.06761284917593002
1133681533850669056,0.035185202956199646,0.09723395109176636,0.026320448145270348,0.1707267314195633,0.027457907795906067
1133681345325150212,0.09270872920751572,0.0352778322994709,0.09422087669372559,0.12526708841323853,0.0345027856528759
1127189743811399681,0.05912100151181221,0.03526853397488594,0.040542010217905045,0.8998300433158875,0.09845934063196182
1126232843330445317,0.027323521673679352,0.026844622567296028,0.21074502170085907,0.5463259220123291,0.12968437373638153
1123521304337035265,0.08141925930976868,0.2116527110338211,0.8927680850028992,0.13941818475723267,0.19125115871429443
1118803017896218624,0.13139678537845612,0.03178078681230545,0.5466247797012329,0.22076869010925293,0.122108094394207
1118801295555616769,0.07136757671833038,0.025957917794585228,0.12064643949270248,0.07336229085922241,0.03919839859008789
1118795323131006976,0.34055352210998535,0.0633438229560852,0.027644164860248566,0.0283938217908144,0.0267444159835577
