1	benzos don't work for me &amp; i've had a cracker of a panic attack on seroquel. listening to people chat on podcasts helps me.
1	i find the baclofen worse, it has left me in a tired/sleepy fog all day - the codeine i can (mostly) deal with.
0	this imodium saved me.
1	do not use miralax brand laxatives !!!!! i tried and i am still full the brim with the devil's brownies. does not work.
1	i'm so irritable when my vyvanse wears off
0	yeah...i have to take gabapentin for the nerve damage. meloxicam for an anti inflammatory.
1	it's the enbrel that's causing the flushing and night sweats it's no wonder i feel the need to go roll around in the wet snow.
0	i got way too emotionally invested in that symbicort commercial.
0	idek what cymbalta does, ctfu.
0	i am incapable of sleeping without trazodone
1	man wouldn't let me tell doc. thought i'd lost mind. then the lunesta stories came out
0	i was on the lamotrigine for a while, the levetricetan is for me, stops the jerks i got . how long have you been on it?
0	avena sativa messi. miranda kerr changes ashton kutcher alias winchell's donuts awful advair diskus eating make money clutch
0	i hope you are doing better now. yes, a small dose of cipro a few years ago did get me two or so years of problems.
0	is it lunesta how im just dying to be him
1	high off tramadol and venlafaxine in school omg help i'm falling asleep here
1	tysabri bruises are the best
0	i don't want to go against my puritanical values but will playing frisbee with a nuvaring affect my period?
1	oh! i am on enbrel but i was on methotrexate prior to that, it didn't agree with me and wasn't effective for me so
1	i'm so over metformin and progesterone, i seriously feel so drunk when i take them that i'm literally stumbling all over the place!
0	antara sebab tak boleh concentrate study? carry marks ee.
1	getting heartburn through my daily nexium i should probably lay off acid for a while
0	"we use revatio (sildenafil oral solution mg/ml), where pah is its' stated use. otherwise in sweden the only paperwork would be to write ""sic!"" on the prescription, i've always thought of canada as more liberal and at the forefront."
1	wish it was monday...seeing doctor tomorrow &amp; want to see if he has any suggestions for my withdrawal.
1	i used to be on paxil but that made me more depressed and prozac made me angry
0	well, lamotrigine's sorted. although my gp won't increase my citalopram till i get permission from the pysch :c
0	off for a coffee and a lozenge for this nasty throat of mine. any old remedies out there?
1	cymbalta makes me thirsty to the point where my mouth is painfully dry. it feels like the sahara desert in my mouth.
1	hello, world! quetiapine zombie this morning and i have a work call in about minutes. perfect combination.
1	5 day rivaroxaban diary. lower back ache, neck ache, hips and knees ache, short of breath, (am asthmatic) taken paracetamol, to bed.
0	when you can't find your stash of old naproxen &amp; diclofenac has to do..... has done f all too !
1	one of my brothers is addicted to subone &amp; it terrifies me that it could kill him my whole family is on drugs or alcoholics
0	the infamous dabigatran vs apixaban rct - only reps know about it
0	having delicious tysabri lunch. then off . special guest is the new mayor of minneapolis betsy hodges. send me a question her.
1	subone got me on cloud
0	i agree.they had my mom on lipitor and it causes dementia.she has dementia and had it when prescribed it
1	maybe, but i wouldnt know unless i tried one. all i know is the atomoxetine didnt do shiett.
1	mm, i'm wary of trying new meds after a really bad reaction to fluoxetine, but i've heard a lot of good things about citalopram
0	wanna say thank you so much glamithkline for making me live longer and even feel better with your ventolin eectorant. long live!
1	i hate my new medication. it makes me feel hungry
0	my description of the study saying tamiflu not effective didn't reflect the study--it says: lots of bad studies out there, weakly effective
1	no one ever tells you that lunesta gives you late night cravings until you can't fit into your dress pants for your presentation tonight.
1	rt : never take your vyvanse at fucking pm...
0	it's code for vitamins/supplements. i doubt he's a subone doc. (opiate w/drawal).
0	cnbc-tv18 alert: amitiza used in treatment of constipation
0	yep, time for antibiotic and some advair helps speed process. make the call, please. get well.
1	's vioxx was rushed through by the fda, too - and killed my husband. testing results were distorted, hidden. fda was complicit.
1	metformin is keeping my energy low
0	: ptm is an important tool to allow patients to deliver a bolus of extra baclofen for pain/spasticity
1	i feel like the kids from 'a nightmare on elm street' i need sleep. the lunesta shit doesn't work for me. can i have ambien again?
1	on the other hand exelon patch and exelon tablets are available.
1	totally down with possible decreased appetite/decreased weight side effect of this pristiq tbh
